GBPUSD Historical Data,,,,,,
Date,Open,High,Low,Close,Change(Pips),Change(%)
11/23/2021 14:00,1.33678,1.33882,1.33524,1.33738,6,0.04
11/23/2021 10:00,1.33783,1.33865,1.33421,1.33681,-10.2,-0.08
11/23/2021 06:00,1.33883,1.34095,1.33741,1.33786,-9.7,-0.07
11/23/2021 02:00,1.33997,1.34011,1.33821,1.33882,-11.5,-0.09
11/22/2021 22:00,1.33939,1.34056,1.33894,1.33996,5.7,0.04
11/22/2021 18:00,1.33934,1.33991,1.33842,1.33948,1.4,0.01
11/22/2021 14:00,1.3445,1.3445,1.33898,1.33939,-51.1,-0.38
11/22/2021 10:00,1.34282,1.34497,1.34257,1.3445,16.8,0.12
11/22/2021 06:00,1.34458,1.34489,1.34189,1.34281,-17.7,-0.13
11/22/2021 02:00,1.34314,1.34467,1.34269,1.34457,14.3,0.11
11/21/2021 22:00,1.34448,1.34563,1.34281,1.34308,-14,-0.1
11/19/2021 18:00,1.3456,1.34589,1.34404,1.34449,-11.1,-0.08
11/19/2021 14:00,1.34404,1.34748,1.34393,1.34558,15.4,0.11
11/19/2021 10:00,1.34325,1.34572,1.34071,1.34408,8.3,0.06
11/19/2021 06:00,1.3487,1.35095,1.3419,1.34326,-54.4,-0.4
11/19/2021 02:00,1.34901,1.34912,1.34807,1.34865,-3.6,-0.03
11/18/2021 22:00,1.3486,1.35039,1.3486,1.34902,4.2,0.03
11/18/2021 18:00,1.34981,1.35048,1.34936,1.34989,0.8,0.01
11/18/2021 14:00,1.34667,1.35007,1.34638,1.3498,31.3,0.23
11/18/2021 10:00,1.34927,1.35004,1.34635,1.34665,-26.2,-0.19
11/18/2021 06:00,1.34888,1.35137,1.34865,1.34924,3.6,0.03
11/18/2021 02:00,1.34884,1.35037,1.34833,1.34884,0,0
11/17/2021 22:00,1.34913,1.34968,1.34796,1.34886,-2.7,-0.02
11/17/2021 18:00,1.34902,1.3496,1.34788,1.34919,1.7,0.01
11/17/2021 14:00,1.34547,1.34942,1.34518,1.34906,35.9,0.27
11/17/2021 10:00,1.34318,1.34826,1.34168,1.34547,22.9,0.17
11/17/2021 06:00,1.34208,1.34737,1.34204,1.34315,10.7,0.08
11/17/2021 02:00,1.34307,1.3434,1.33964,1.34211,-9.6,-0.07
11/16/2021 22:00,1.34279,1.34364,1.34199,1.34302,2.3,0.02
11/16/2021 18:00,1.34286,1.34433,1.34204,1.34291,0.5,0
11/16/2021 14:00,1.34582,1.34582,1.34147,1.34287,-29.5,-0.22
11/16/2021 10:00,1.34654,1.34661,1.34319,1.34582,-7.2,-0.05
11/16/2021 06:00,1.34176,1.34724,1.3417,1.34655,47.9,0.36
11/16/2021 02:00,1.34243,1.34381,1.34166,1.34176,-6.7,-0.05
11/15/2021 22:00,1.34096,1.34278,1.34037,1.34244,14.8,0.11
11/15/2021 18:00,1.34228,1.34362,1.34052,1.34121,-10.7,-0.08
11/15/2021 14:00,1.3436,1.34492,1.34205,1.34227,-13.3,-0.1
11/15/2021 10:00,1.34143,1.34437,1.34084,1.34363,22,0.16
11/15/2021 06:00,1.34372,1.34396,1.34031,1.34142,-23,-0.17
11/15/2021 02:00,1.34371,1.344,1.3427,1.34373,0.2,0
11/14/2021 22:00,1.34046,1.3437,1.34032,1.34367,32.1,0.24
11/12/2021 18:00,1.34219,1.3426,1.34101,1.34124,-9.5,-0.07
11/12/2021 14:00,1.3398,1.34247,1.33789,1.34221,24.1,0.18
11/12/2021 10:00,1.33942,1.34061,1.33819,1.33977,3.5,0.03
11/12/2021 06:00,1.33697,1.34117,1.33631,1.33945,24.8,0.19
11/12/2021 02:00,1.33572,1.33702,1.33531,1.33696,12.4,0.09
11/11/2021 22:00,1.3367,1.33718,1.33549,1.3357,-10,-0.07
11/11/2021 18:00,1.33696,1.33708,1.33584,1.33654,-4.2,-0.03
11/11/2021 14:00,1.34085,1.34169,1.33695,1.33705,-38,-0.28
11/11/2021 10:00,1.33929,1.34151,1.33839,1.34084,15.5,0.12
11/11/2021 06:00,1.34171,1.34328,1.33636,1.33927,-24.4,-0.18
11/11/2021 02:00,1.34065,1.34178,1.33927,1.34174,10.9,0.08
11/10/2021 22:00,1.34031,1.34198,1.33981,1.34063,3.2,0.02
11/10/2021 18:00,1.3458,1.34603,1.34005,1.3401,-57,-0.43
11/10/2021 14:00,1.35062,1.35387,1.34543,1.34581,-48.1,-0.36
11/10/2021 10:00,1.35357,1.35405,1.34804,1.35067,-29,-0.21
11/10/2021 06:00,1.35516,1.35634,1.35179,1.35349,-16.7,-0.12
11/10/2021 02:00,1.35507,1.3565,1.35462,1.35519,1.2,0.01
11/09/2021 22:00,1.35553,1.35614,1.35463,1.35504,-4.9,-0.04
11/09/2021 18:00,1.35653,1.35684,1.35533,1.35583,-7,-0.05
11/09/2021 14:00,1.35568,1.35703,1.35242,1.3565,8.2,0.06
11/09/2021 10:00,1.36001,1.3601,1.35451,1.35568,-43.3,-0.32
11/09/2021 06:00,1.35769,1.36075,1.35568,1.36001,23.2,0.17
11/09/2021 02:00,1.35546,1.35824,1.35542,1.35769,22.3,0.16
11/08/2021 22:00,1.35645,1.35673,1.35479,1.35546,-9.9,-0.07
11/08/2021 18:00,1.35571,1.35679,1.35501,1.3566,8.9,0.07
11/08/2021 14:00,1.35413,1.35793,1.35303,1.35569,15.6,0.12
11/08/2021 10:00,1.34894,1.35496,1.34746,1.35414,52,0.38
11/08/2021 06:00,1.34868,1.35005,1.34502,1.34897,2.9,0.02
11/08/2021 02:00,1.3473,1.3487,1.34719,1.34868,13.8,0.1
11/07/2021 22:00,1.34801,1.34945,1.3472,1.34728,-7.3,-0.05
11/05/2021 18:00,1.35037,1.35068,1.34803,1.34943,-9.4,-0.07
11/05/2021 14:00,1.34457,1.35043,1.34445,1.35037,58,0.43
11/05/2021 10:00,1.34507,1.34638,1.3424,1.34458,-4.9,-0.04
11/05/2021 06:00,1.34956,1.35086,1.34494,1.34509,-44.7,-0.33
11/05/2021 02:00,1.34983,1.3502,1.3484,1.34959,-2.4,-0.02
11/04/2021 22:00,1.34916,1.3508,1.34817,1.34981,6.5,0.05
11/04/2021 18:00,1.34914,1.3504,1.34842,1.35004,9,0.07
11/04/2021 14:00,1.35445,1.3563,1.3471,1.34912,-53.3,-0.4
11/04/2021 10:00,1.36442,1.36524,1.35322,1.35447,-99.5,-0.73
11/04/2021 06:00,1.36566,1.36699,1.36329,1.36437,-12.9,-0.09
11/04/2021 02:00,1.36805,1.36828,1.36548,1.36565,-24,-0.18
11/03/2021 22:00,1.3683,1.36983,1.368,1.36807,-2.3,-0.02
11/03/2021 18:00,1.36633,1.36921,1.36429,1.36855,22.2,0.16
11/03/2021 14:00,1.36572,1.36666,1.36332,1.36633,6.1,0.04
11/03/2021 10:00,1.36203,1.36645,1.36163,1.36575,37.2,0.27
11/03/2021 06:00,1.36304,1.36347,1.36074,1.36202,-10.2,-0.07
11/03/2021 02:00,1.36185,1.36333,1.36182,1.363,11.5,0.08
11/02/2021 22:00,1.36124,1.36194,1.36079,1.36188,6.4,0.05
11/02/2021 18:00,1.36067,1.36253,1.36063,1.36156,8.9,0.07
11/02/2021 14:00,1.36613,1.36639,1.36058,1.36065,-54.8,-0.4
11/02/2021 10:00,1.36327,1.3661,1.36254,1.3661,28.3,0.21
11/02/2021 06:00,1.36597,1.36678,1.36316,1.36328,-26.9,-0.2
11/02/2021 02:00,1.36505,1.36617,1.36457,1.36595,9,0.07
11/01/2021 22:00,1.36611,1.36724,1.36474,1.36503,-10.8,-0.08
11/01/2021 18:00,1.36602,1.36642,1.36528,1.36633,3.1,0.02
11/01/2021 14:00,1.36853,1.36931,1.36583,1.36601,-25.2,-0.18
11/01/2021 10:00,1.36582,1.36901,1.36421,1.36857,27.5,0.2
