GBPUSD Historical Data,,,,,,
Date,Open,High,Low,Close,Change(Pips),Change(%)
11/30/2021 18:00,1.32642,1.33095,1.32531,1.33014,37.2,0.28
11/30/2021 14:00,1.33448,1.33669,1.31945,1.32642,-80.6,-0.61
11/30/2021 10:00,1.3363,1.33703,1.3328,1.33444,-18.6,-0.14
11/30/2021 06:00,1.33183,1.33691,1.33073,1.33633,45,0.34
11/30/2021 02:00,1.3326,1.33291,1.33118,1.33178,-8.2,-0.06
11/29/2021 22:00,1.33126,1.33299,1.33057,1.33264,13.8,0.1
11/29/2021 18:00,1.3301,1.33173,1.32873,1.33148,13.8,0.1
11/29/2021 14:00,1.3319,1.33222,1.32875,1.33012,-17.8,-0.13
11/29/2021 10:00,1.33404,1.33631,1.33193,1.33195,-20.9,-0.16
11/29/2021 06:00,1.33384,1.33556,1.33191,1.33403,1.9,0.01
11/29/2021 02:00,1.33352,1.3341,1.33269,1.33378,2.6,0.02
11/28/2021 22:00,1.33269,1.33431,1.33235,1.33356,8.7,0.07
11/26/2021 18:00,1.33337,1.33654,1.3318,1.33328,-0.9,-0.01
11/26/2021 14:00,1.33378,1.33452,1.33071,1.33335,-4.3,-0.03
11/26/2021 10:00,1.33143,1.3349,1.33062,1.3338,23.7,0.18
11/26/2021 06:00,1.33052,1.33341,1.32784,1.33144,9.2,0.07
11/26/2021 02:00,1.33038,1.33073,1.32987,1.33049,1.1,0.01
11/25/2021 22:00,1.33154,1.33223,1.32988,1.3304,-11.4,-0.09
11/25/2021 18:00,1.33248,1.33319,1.33164,1.33176,-7.2,-0.05
11/25/2021 14:00,1.33141,1.33267,1.33081,1.33243,10.2,0.08
11/25/2021 10:00,1.33335,1.33377,1.3305,1.33144,-19.1,-0.14
11/25/2021 06:00,1.33441,1.33536,1.3328,1.33341,-10,-0.07
11/25/2021 02:00,1.33365,1.33525,1.33334,1.33439,7.4,0.06
11/24/2021 22:00,1.33272,1.33445,1.3321,1.33362,9,0.07
11/24/2021 18:00,1.33232,1.33346,1.33155,1.33279,4.7,0.04
11/24/2021 14:00,1.33531,1.33582,1.33187,1.33234,-29.7,-0.22
11/24/2021 10:00,1.33548,1.33785,1.334,1.33528,-2,-0.01
11/24/2021 06:00,1.33796,1.33899,1.33517,1.33543,-25.3,-0.19
11/24/2021 02:00,1.33808,1.3383,1.3369,1.338,-0.8,-0.01
11/23/2021 22:00,1.33736,1.33824,1.33669,1.3381,7.4,0.06
11/23/2021 18:00,1.33737,1.33853,1.33654,1.33789,5.2,0.04
